a	b	c	d	signs	primitive_a	primitive_b	primitive_c	primitive_d	rectangle	known_bank	local_contact	deep11	deep13
6	20	45	150	6	6	20	-45	-150	1	0	0	0	0
6	33	708	3894	6	2	11	-236	-1298	1	0	0	0	0
6	75	98	144	6	6	75	-98	-144	0	0	0	0	0
6	75	150	300	6	2	25	-50	-100	0	0	0	0	0
6	90	150	490	6	3	45	-75	-245	0	0	0	0	0
6	96	108	300	6	1	16	-18	-50	0	0	0	0	0
6	98	150	162	6	3	49	-75	-81	0	0	0	0	0
6	99	244	4026	0	6	99	244	4026	1	1	0	0	0
6	150	240	735	6	2	50	-80	-245	0	0	0	0	0
6	300	363	1014	6	2	100	-121	-338	0	0	0	0	0
6	330	594	750	0	1	55	99	125	0	1	0	0	0
6	432	882	1089	6	2	144	-294	-363	0	0	0	0	0
6	484	726	1089	6	6	484	-726	-1089	0	0	0	0	0
7	13	203	377	0	7	13	203	377	1	1	0	0	0
7	14	28	350	6	1	2	-4	-50	0	0	0	0	0
7	112	126	350	6	1	16	-18	-50	0	0	0	0	0
7	162	252	882	6	7	162	-252	-882	0	0	0	0	0
7	385	693	875	0	1	55	99	125	0	1	0	0	0
7	441	729	1575	6	7	441	-729	-1575	0	0	0	0	0
8	12	18	1452	6	4	6	-9	-726	0	0	0	0	0
8	12	48	72	6	2	3	-12	-18	1	0	0	0	0
8	14	608	1064	6	4	7	-304	-532	1	0	0	0	0
8	15	192	360	0	8	15	192	360	1	1	0	0	0
8	16	32	400	6	1	2	-4	-50	0	0	0	0	0
8	16	92	184	0	2	4	23	46	1	1	0	0	0
8	17	64	136	0	8	17	64	136	1	1	0	0	0
8	22	32	88	0	4	11	16	44	1	1	0	0	0
8	64	161	1288	0	8	64	161	1288	1	1	0	0	0
8	100	200	400	6	2	25	-50	-100	0	0	0	0	0
8	128	144	400	6	1	16	-18	-50	0	0	0	0	0
8	200	320	980	6	2	50	-80	-245	0	0	0	0	0
8	400	484	1352	6	2	100	-121	-338	0	0	0	0	0
8	440	792	1000	0	1	55	99	125	0	1	0	0	0
8	484	1058	1156	6	4	242	-529	-578	0	0	0	0	0
8	576	1176	1452	6	2	144	-294	-363	0	0	0	0	0
8	960	1800	2535	6	8	960	-1800	-2535	0	0	1	0	0
9	15	159	265	6	9	15	-159	-265	1	0	0	0	0
9	18	36	450	6	1	2	-4	-50	0	0	0	0	0
9	21	51	119	0	9	21	51	119	1	1	0	0	0
9	43	243	1161	6	9	43	-243	-1161	1	0	0	0	0
9	135	225	735	6	3	45	-75	-245	0	0	0	0	0
9	144	162	450	6	1	16	-18	-50	0	0	0	0	0
9	147	225	243	6	3	49	-75	-81	0	0	0	0	0
9	495	891	1125	0	1	55	99	125	0	1	0	0	0
10	15	60	90	6	2	3	-12	-18	1	0	0	0	0
10	17	260	442	6	10	17	-260	-442	1	0	0	0	0
10	18	990	1782	0	5	9	495	891	1	1	0	0	0
10	20	40	500	6	1	2	-4	-50	0	0	0	0	0
10	20	115	230	0	2	4	23	46	1	1	0	0	0
10	98	175	560	6	10	98	-175	-560	0	0	0	0	0
10	125	250	500	6	2	25	-50	-100	0	0	0	0	0
10	160	180	500	6	1	16	-18	-50	0	0	0	0	0
10	250	400	1225	6	2	50	-80	-245	0	0	0	0	0
10	315	588	1050	6	10	315	-588	-1050	0	0	0	0	0
10	500	605	1690	6	2	100	-121	-338	0	0	0	0	0
10	550	990	1250	0	1	55	99	125	0	1	0	0	0
10	720	1470	1815	6	2	144	-294	-363	0	0	0	0	0
10	722	1210	2450	6	5	361	-605	-1225	0	0	0	0	0
10	2156	3850	4235	6	10	2156	-3850	-4235	0	0	0	0	0
10	2166	3750	4410	6	5	1083	-1875	-2205	0	0	1	0	0
11	19	451	779	6	11	19	-451	-779	1	0	0	0	0
11	22	44	550	6	1	2	-4	-50	0	0	0	0	0
11	33	39	117	0	11	33	39	117	1	1	0	0	0
11	169	171	209	6	11	169	-171	-209	0	0	0	0	0
11	176	198	550	6	1	16	-18	-50	0	0	0	0	0
11	605	1089	1375	0	1	55	99	125	0	1	0	0	0
12	18	27	2178	6	4	6	-9	-726	0	0	0	0	0
12	18	72	108	6	2	3	-12	-18	1	0	0	0	0
12	21	912	1596	6	4	7	-304	-532	1	0	0	0	0
12	24	48	600	6	1	2	-4	-50	0	0	0	0	0
12	24	138	276	0	2	4	23	46	1	1	0	0	0
12	33	48	132	0	4	11	16	44	1	1	0	0	0
12	40	90	300	6	6	20	-45	-150	1	0	0	0	0
12	45	50	1470	6	12	45	-50	-1470	0	0	0	0	0
12	63	112	588	6	12	63	-112	-588	1	0	0	0	0
12	63	688	3612	6	12	63	-688	-3612	1	0	0	0	0
12	80	495	3300	0	12	80	495	3300	1	1	0	0	0
12	131	144	1572	0	12	131	144	1572	1	1	0	0	0
12	150	196	288	6	6	75	-98	-144	0	0	0	0	0
12	150	300	600	6	2	25	-50	-100	0	0	0	0	0
12	180	300	980	6	3	45	-75	-245	0	0	0	0	0
12	192	216	600	6	1	16	-18	-50	0	0	0	0	0
12	196	300	324	6	3	49	-75	-81	0	0	0	0	0
12	300	480	1470	6	2	50	-80	-245	0	0	0	0	0
12	600	726	2028	6	2	100	-121	-338	0	0	0	0	0
12	660	1188	1500	0	1	55	99	125	0	1	0	0	0
12	726	1587	1734	6	4	242	-529	-578	0	0	0	0	0
12	864	1764	2178	6	2	144	-294	-363	0	0	0	0	0
12	968	1452	2178	6	6	484	-726	-1089	0	0	0	0	0
13	26	52	650	6	1	2	-4	-50	0	0	0	0	0
13	27	117	243	0	13	27	117	243	1	1	0	0	0
13	208	234	650	6	1	16	-18	-50	0	0	0	0	0
13	276	624	828	0	13	276	624	828	0	1	0	0	0
13	325	405	845	6	13	325	-405	-845	0	0	0	0	0
13	715	1287	1625	0	1	55	99	125	0	1	0	0	0
13	1792	2548	4732	6	13	1792	-2548	-4732	0	0	0	0	0
14	21	84	126	6	2	3	-12	-18	1	0	0	0	0
14	26	406	754	0	7	13	203	377	1	1	0	0	0
14	28	56	700	6	1	2	-4	-50	0	0	0	0	0
14	28	161	322	0	2	4	23	46	1	1	0	0	0
14	36	63	162	0	14	36	63	162	1	1	0	0	0
14	49	50	112	6	14	49	-50	-112	0	0	0	0	0
14	49	112	338	6	14	49	-112	-338	0	0	0	0	0
14	116	259	2146	0	14	116	259	2146	1	1	0	0	0
14	175	350	700	6	2	25	-50	-100	0	0	0	0	0
14	224	252	700	6	1	16	-18	-50	0	0	0	0	0
14	242	308	539	6	14	242	-308	-539	0	0	0	0	0
14	324	504	1764	6	7	162	-252	-882	0	0	0	0	0
14	350	560	1715	6	2	50	-80	-245	0	0	0	0	0
14	700	847	2366	6	2	100	-121	-338	0	0	0	0	0
14	770	1386	1750	0	1	55	99	125	0	1	0	0	0
14	882	1458	3150	6	7	441	-729	-1575	0	0	0	0	0
14	1008	2058	2541	6	2	144	-294	-363	0	0	0	0	0
14	1078	1925	1936	6	14	1078	-1925	-1936	0	0	0	0	0
15	27	1485	2673	0	5	9	495	891	1	1	0	0	0
15	30	60	750	6	1	2	-4	-50	0	0	0	0	0
15	36	100	240	6	15	36	-100	-240	1	0	0	0	0
15	48	50	90	6	15	48	-50	-90	0	0	0	0	0
15	50	882	2940	6	15	50	-882	-2940	1	0	0	0	0
15	147	175	315	6	15	147	-175	-315	0	0	0	0	0
15	225	375	1225	6	3	45	-75	-245	0	0	0	0	0
15	240	270	750	6	1	16	-18	-50	0	0	0	0	0
15	245	375	405	6	3	49	-75	-81	0	0	0	0	0
15	560	882	1050	6	15	560	-882	-1050	0	0	0	0	0
15	825	1485	1875	0	1	55	99	125	0	1	0	0	0
15	1083	1815	3675	6	5	361	-605	-1225	0	0	0	0	0
15	1210	2166	3600	6	15	1210	-2166	-3600	0	0	0	0	0
15	1800	2888	3840	6	15	1800	-2888	-3840	0	0	0	0	0
16	24	36	2904	6	4	6	-9	-726	0	0	0	0	0
16	24	96	144	6	2	3	-12	-18	1	0	0	0	0
16	28	1216	2128	6	4	7	-304	-532	1	0	0	0	0
16	29	1024	1856	0	16	29	1024	1856	1	1	0	0	0
16	30	384	720	0	8	15	192	360	1	1	0	0	0
16	32	64	800	6	1	2	-4	-50	0	0	0	0	0
16	32	184	368	0	2	4	23	46	1	1	0	0	0
16	34	128	272	0	8	17	64	136	1	1	0	0	0
16	44	64	176	0	4	11	16	44	1	1	0	0	0
16	52	628	2041	6	16	52	-628	-2041	1	0	0	0	0
16	109	256	1744	6	16	109	-256	-1744	1	0	0	0	0
16	128	322	2576	0	8	64	161	1288	1	1	0	0	0
16	200	400	800	6	2	25	-50	-100	0	0	0	0	0
16	256	288	800	6	1	16	-18	-50	0	0	0	0	0
16	400	640	1960	6	2	50	-80	-245	0	0	0	0	0
16	800	968	2704	6	2	100	-121	-338	0	0	0	0	0
16	880	1584	2000	0	1	55	99	125	0	1	0	0	0
16	968	2116	2312	6	4	242	-529	-578	0	0	0	0	0
16	1152	2352	2904	6	2	144	-294	-363	0	0	0	0	0
17	31	833	1519	0	17	31	833	1519	1	1	0	0	0
17	33	255	495	0	17	33	255	495	1	1	0	0	0
17	34	68	850	6	1	2	-4	-50	0	0	0	0	0
17	272	306	850	6	1	16	-18	-50	0	0	0	0	0
17	272	392	2312	6	17	272	-392	-2312	0	0	0	0	0
17	935	1683	2125	0	1	55	99	125	0	1	0	0	0
17	1352	2312	4352	6	17	1352	-2312	-4352	0	0	0	0	0
18	27	108	162	6	2	3	-12	-18	1	0	0	0	0
18	30	318	530	6	9	15	-159	-265	1	0	0	0	0
18	33	732	1342	0	18	33	732	1342	1	1	0	0	0
18	36	72	900	6	1	2	-4	-50	0	0	0	0	0
18	36	207	414	0	2	4	23	46	1	1	0	0	0
18	39	132	286	0	18	39	132	286	1	1	0	0	0
18	42	102	238	0	9	21	51	119	1	1	0	0	0
18	57	60	190	0	18	57	60	190	1	1	0	0	0
18	60	135	450	6	6	20	-45	-150	1	0	0	0	0
18	63	98	2268	6	18	63	-98	-2268	0	0	0	0	0
18	75	80	1470	6	18	75	-80	-1470	0	0	0	0	0
18	81	356	1602	6	18	81	-356	-1602	1	0	0	0	0
18	86	486	2322	6	9	43	-243	-1161	1	0	0	0	0
18	151	324	2718	0	18	151	324	2718	1	1	0	0	0
18	158	711	1764	0	18	158	711	1764	0	1	0	0	0
18	225	294	432	6	6	75	-98	-144	0	0	0	0	0
18	225	450	900	6	2	25	-50	-100	0	0	0	0	0
18	270	450	1470	6	3	45	-75	-245	0	0	0	0	0
18	288	324	900	6	1	16	-18	-50	0	0	0	0	0
18	294	450	486	6	3	49	-75	-81	0	0	0	0	0
18	450	720	2205	6	2	50	-80	-245	0	0	0	0	0
18	900	1089	3042	6	2	100	-121	-338	0	0	0	0	0
18	990	1782	2250	0	1	55	99	125	0	1	0	0	0
18	1296	2646	3267	6	2	144	-294	-363	0	0	0	0	0
18	1452	2178	3267	6	6	484	-726	-1089	0	0	0	0	0
19	31	247	403	6	19	31	-247	-403	1	0	0	0	0
19	33	969	1683	6	19	33	-969	-1683	1	0	0	0	0
19	38	76	950	6	1	2	-4	-50	0	0	0	0	0
19	95	695	3475	6	19	95	-695	-3475	1	0	0	0	0
19	304	342	950	6	1	16	-18	-50	0	0	0	0	0
19	1045	1881	2375	0	1	55	99	125	0	1	0	0	0
20	30	45	3630	6	4	6	-9	-726	0	0	0	0	0
20	30	120	180	6	2	3	-12	-18	1	0	0	0	0
20	34	520	884	6	10	17	-260	-442	1	0	0	0	0
20	35	1520	2660	6	4	7	-304	-532	1	0	0	0	0
20	36	1980	3564	0	5	9	495	891	1	1	0	0	0
20	40	80	1000	6	1	2	-4	-50	0	0	0	0	0
20	40	230	460	0	2	4	23	46	1	1	0	0	0
20	48	105	252	0	20	48	105	252	1	1	0	0	0
20	55	80	220	0	4	11	16	44	1	1	0	0	0
20	144	225	1620	6	20	144	-225	-1620	1	0	0	0	0
20	196	350	1120	6	10	98	-175	-560	0	0	0	0	0
20	225	304	380	0	20	225	304	380	0	1	0	0	0
20	250	500	1000	6	2	25	-50	-100	0	0	0	0	0
20	300	363	720	6	20	300	-363	-720	0	0	0	0	0
20	300	720	867	6	20	300	-720	-867	0	0	0	0	0
20	320	360	1000	6	1	16	-18	-50	0	0	0	0	0
20	500	800	2450	6	2	50	-80	-245	0	0	0	0	0
20	630	1176	2100	6	10	315	-588	-1050	0	0	0	0	0
20	1000	1210	3380	6	2	100	-121	-338	0	0	0	0	0
20	1100	1980	2500	0	1	55	99	125	0	1	0	0	0
20	1210	2645	2890	6	4	242	-529	-578	0	0	0	0	0
20	1440	2940	3630	6	2	144	-294	-363	0	0	0	0	0
20	1444	2420	4900	6	5	361	-605	-1225	0	0	0	0	0
21	39	609	1131	0	7	13	203	377	1	1	0	0	0
21	42	84	1050	6	1	2	-4	-50	0	0	0	0	0
21	49	81	3549	6	21	49	-81	-3549	0	0	0	0	0
21	315	525	1715	6	3	45	-75	-245	0	0	0	0	0
21	336	378	1050	6	1	16	-18	-50	0	0	0	0	0
21	343	525	567	6	3	49	-75	-81	0	0	0	0	0
21	486	756	2646	6	7	162	-252	-882	0	0	0	0	0
21	1155	2079	2625	0	1	55	99	125	0	1	0	0	0
21	1323	2187	4725	6	7	441	-729	-1575	0	0	0	0	0
22	28	55	70	6	22	28	-55	-70	1	0	0	0	0
22	33	132	198	6	2	3	-12	-18	1	0	0	0	0
22	36	297	486	6	22	36	-297	-486	1	0	0	0	0
22	38	902	1558	6	11	19	-451	-779	1	0	0	0	0
22	43	308	602	0	22	43	308	602	1	1	0	0	0
22	44	88	1100	6	1	2	-4	-50	0	0	0	0	0
22	44	253	506	0	2	4	23	46	1	1	0	0	0
22	66	78	234	0	11	33	39	117	1	1	0	0	0
22	209	316	3002	0	22	209	316	3002	1	1	0	0	0
22	275	550	1100	6	2	25	-50	-100	0	0	0	0	0
22	338	342	418	6	11	169	-171	-209	0	0	0	0	0
22	352	396	1100	6	1	16	-18	-50	0	0	0	0	0
22	550	880	2695	6	2	50	-80	-245	0	0	0	0	0
22	1100	1331	3718	6	2	100	-121	-338	0	0	0	0	0
22	1210	2178	2750	0	1	55	99	125	0	1	0	0	0
22	1584	3234	3993	6	2	144	-294	-363	0	0	0	0	0
23	37	253	407	6	23	37	-253	-407	1	0	0	0	0
23	46	92	1150	6	1	2	-4	-50	0	0	0	0	0
23	368	414	1150	6	1	16	-18	-50	0	0	0	0	0
23	1265	2277	2875	0	1	55	99	125	0	1	0	0	0
24	36	54	4356	6	4	6	-9	-726	0	0	0	0	0
24	36	144	216	6	2	3	-12	-18	1	0	0	0	0
24	42	1824	3192	6	4	7	-304	-532	1	0	0	0	0
24	45	576	1080	0	8	15	192	360	1	1	0	0	0
24	48	49	72	6	24	48	-49	-72	0	0	0	0	0
24	48	96	1200	6	1	2	-4	-50	0	0	0	0	0
24	48	276	552	0	2	4	23	46	1	1	0	0	0
24	51	192	408	0	8	17	64	136	1	1	0	0	0
24	66	96	264	0	4	11	16	44	1	1	0	0	0
24	80	180	600	6	6	20	-45	-150	1	0	0	0	0
24	90	100	2940	6	12	45	-50	-1470	0	0	0	0	0
24	126	224	1176	6	12	63	-112	-588	1	0	0	0	0
24	192	483	3864	0	8	64	161	1288	1	1	0	0	0
24	262	288	3144	0	12	131	144	1572	1	1	0	0	0
24	300	392	576	6	6	75	-98	-144	0	0	0	0	0
24	300	600	1200	6	2	25	-50	-100	0	0	0	0	0
24	360	600	1960	6	3	45	-75	-245	0	0	0	0	0
24	384	432	1200	6	1	16	-18	-50	0	0	0	0	0
24	392	600	648	6	3	49	-75	-81	0	0	0	0	0
24	600	960	2940	6	2	50	-80	-245	0	0	0	0	0
24	1200	1452	4056	6	2	100	-121	-338	0	0	0	0	0
24	1320	2376	3000	0	1	55	99	125	0	1	0	0	0
24	1452	3174	3468	6	4	242	-529	-578	0	0	0	0	0
24	1728	3528	4356	6	2	144	-294	-363	0	0	0	0	0
24	1936	2904	4356	6	6	484	-726	-1089	0	0	0	0	0
25	45	2475	4455	0	5	9	495	891	1	1	0	0	0
25	50	100	1250	6	1	2	-4	-50	0	0	0	0	0
25	64	153	2873	6	25	64	-153	-2873	0	0	0	0	0
25	75	225	363	6	25	75	-225	-363	0	0	0	0	0
25	94	1250	4700	0	25	94	1250	4700	1	1	0	0	0
25	235	365	3431	0	25	235	365	3431	1	1	0	0	0
25	336	630	1470	6	25	336	-630	-1470	0	0	0	0	0
25	400	450	1250	6	1	16	-18	-50	0	0	0	0	0
25	1375	2475	3125	0	1	55	99	125	0	1	0	0	0
26	39	156	234	6	2	3	-12	-18	1	0	0	0	0
26	44	611	1034	6	26	44	-611	-1034	1	0	0	0	0
26	47	1924	3478	0	26	47	1924	3478	1	1	0	0	0
26	49	572	1078	0	26	49	572	1078	1	1	0	0	0
26	52	104	1300	6	1	2	-4	-50	0	0	0	0	0
26	52	299	598	0	2	4	23	46	1	1	0	0	0
26	54	234	486	0	13	27	117	243	1	1	0	0	0
26	65	124	310	0	26	65	124	310	1	1	0	0	0
26	325	650	1300	6	2	25	-50	-100	0	0	0	0	0
26	416	468	1300	6	1	16	-18	-50	0	0	0	0	0
26	552	1248	1656	0	13	276	624	828	0	1	0	0	0
26	650	810	1690	6	13	325	-405	-845	0	0	0	0	0
26	650	1040	3185	6	2	50	-80	-245	0	0	0	0	0
26	1300	1573	4394	6	2	100	-121	-338	0	0	0	0	0
26	1430	2574	3250	0	1	55	99	125	0	1	0	0	0
26	1872	3822	4719	6	2	144	-294	-363	0	0	0	0	0
27	45	477	795	6	9	15	-159	-265	1	0	0	0	0
27	54	108	1350	6	1	2	-4	-50	0	0	0	0	0
27	63	153	357	0	9	21	51	119	1	1	0	0	0
27	98	108	162	6	27	98	-108	-162	0	0	0	0	0
27	129	729	3483	6	9	43	-243	-1161	1	0	0	0	0
27	405	605	675	6	27	405	-605	-675	0	0	0	0	0
27	405	675	2205	6	3	45	-75	-245	0	0	0	0	0
27	432	486	1350	6	1	16	-18	-50	0	0	0	0	0
27	441	675	729	6	3	49	-75	-81	0	0	0	0	0
27	1485	2673	3375	0	1	55	99	125	0	1	0	0	0
28	42	168	252	6	2	3	-12	-18	1	0	0	0	0
28	47	560	940	6	28	47	-560	-940	1	0	0	0	0
28	48	903	1548	6	28	48	-903	-1548	1	0	0	0	0
28	49	50	126	6	28	49	-50	-126	0	0	0	0	0
28	49	126	578	6	28	49	-126	-578	0	0	0	0	0
28	49	2128	3724	6	4	7	-304	-532	1	0	0	0	0
28	52	812	1508	0	7	13	203	377	1	1	0	0	0
28	56	112	1400	6	1	2	-4	-50	0	0	0	0	0
28	56	322	644	0	2	4	23	46	1	1	0	0	0
28	72	126	324	0	14	36	63	162	1	1	0	0	0
28	74	266	703	6	28	74	-266	-703	1	0	0	0	0
28	77	112	308	0	4	11	16	44	1	1	0	0	0
28	98	100	224	6	14	49	-50	-112	0	0	0	0	0
28	98	224	676	6	14	49	-112	-338	0	0	0	0	0
28	192	567	588	6	28	192	-567	-588	0	0	0	0	0
28	232	518	4292	0	14	116	259	2146	1	1	0	0	0
28	350	700	1400	6	2	25	-50	-100	0	0	0	0	0
28	448	504	1400	6	1	16	-18	-50	0	0	0	0	0
28	484	616	1078	6	14	242	-308	-539	0	0	0	0	0
28	648	1008	3528	6	7	162	-252	-882	0	0	0	0	0
28	700	1120	3430	6	2	50	-80	-245	0	0	0	0	0
28	1400	1694	4732	6	2	100	-121	-338	0	0	0	0	0
28	1540	2772	3500	0	1	55	99	125	0	1	0	0	0
28	1694	3703	4046	6	4	242	-529	-578	0	0	0	0	0
28	2156	3850	3872	6	14	1078	-1925	-1936	0	0	0	0	0
29	36	484	1856	6	29	36	-484	-1856	0	0	0	0	0
29	58	116	1450	6	1	2	-4	-50	0	0	0	0	0
29	71	145	355	0	29	71	145	355	1	1	0	0	0
29	121	125	145	6	29	121	-125	-145	0	0	0	0	0
29	464	522	1450	6	1	16	-18	-50	0	0	0	0	0
29	1595	2871	3625	0	1	55	99	125	0	1	0	0	0
30	45	48	50	6	30	45	-48	-50	0	0	0	0	0
30	45	50	192	6	30	45	-50	-192	0	0	0	0	0
30	45	180	270	6	2	3	-12	-18	1	0	0	0	0
30	51	780	1326	6	10	17	-260	-442	1	0	0	0	0
30	60	120	1500	6	1	2	-4	-50	0	0	0	0	0
30	60	345	690	0	2	4	23	46	1	1	0	0	0
30	72	200	480	6	15	36	-100	-240	1	0	0	0	0
30	96	100	180	6	15	48	-50	-90	0	0	0	0	0
30	100	225	750	6	6	20	-45	-150	1	0	0	0	0
30	275	396	3630	6	30	275	-396	-3630	1	0	0	0	0
30	294	350	630	6	15	147	-175	-315	0	0	0	0	0
30	294	525	1680	6	10	98	-175	-560	0	0	0	0	0
30	375	490	720	6	6	75	-98	-144	0	0	0	0	0
30	375	750	1500	6	2	25	-50	-100	0	0	0	0	0
30	450	750	2450	6	3	45	-75	-245	0	0	0	0	0
30	480	540	1500	6	1	16	-18	-50	0	0	0	0	0
30	490	750	810	6	3	49	-75	-81	0	0	0	0	0
30	750	1200	3675	6	2	50	-80	-245	0	0	0	0	0
30	882	980	3675	6	30	882	-980	-3675	0	0	0	0	0
30	945	1764	3150	6	10	315	-588	-1050	0	0	0	0	0
30	1120	1764	2100	6	15	560	-882	-1050	0	0	0	0	0
30	1650	2970	3750	0	1	55	99	125	0	1	0	0	0
31	59	589	1121	0	31	59	589	1121	1	1	0	0	0
31	62	124	1550	6	1	2	-4	-50	0	0	0	0	0
31	124	836	3344	0	31	124	836	3344	1	1	0	0	0
31	248	256	392	6	31	248	-256	-392	0	0	0	0	0
31	496	558	1550	6	1	16	-18	-50	0	0	0	0	0
31	558	900	2178	0	31	558	900	2178	0	1	0	0	0
31	1369	1375	1705	6	31	1369	-1375	-1705	0	0	0	0	0
31	1705	3069	3875	0	1	55	99	125	0	1	0	0	0
32	48	192	288	6	2	3	-12	-18	1	0	0	0	0
32	53	512	848	6	32	53	-512	-848	1	0	0	0	0
32	56	2432	4256	6	4	7	-304	-532	1	0	0	0	0
32	58	2048	3712	0	16	29	1024	1856	1	1	0	0	0
32	60	768	1440	0	8	15	192	360	1	1	0	0	0
32	64	128	1600	6	1	2	-4	-50	0	0	0	0	0
32	64	368	736	0	2	4	23	46	1	1	0	0	0
32	68	256	544	0	8	17	64	136	1	1	0	0	0
32	88	128	352	0	4	11	16	44	1	1	0	0	0
32	104	1256	4082	6	16	52	-628	-2041	1	0	0	0	0
32	137	512	2192	6	32	137	-512	-2192	1	0	0	0	0
32	218	512	3488	6	16	109	-256	-1744	1	0	0	0	0
32	400	800	1600	6	2	25	-50	-100	0	0	0	0	0
32	512	576	1600	6	1	16	-18	-50	0	0	0	0	0
32	605	800	1280	6	32	605	-800	-1280	0	0	0	0	0
32	800	1280	3920	6	2	50	-80	-245	0	0	0	0	0
32	1760	3168	4000	0	1	55	99	125	0	1	0	0	0
32	1936	4232	4624	6	4	242	-529	-578	0	0	0	0	0
33	57	1353	2337	6	11	19	-451	-779	1	0	0	0	0
33	66	132	1650	6	1	2	-4	-50	0	0	0	0	0
33	99	117	351	0	11	33	39	117	1	1	0	0	0
33	99	611	1833	6	33	99	-611	-1833	1	0	0	0	0
33	171	341	1767	0	33	171	341	1767	1	1	0	0	0
33	305	495	4575	0	33	305	495	4575	1	1	0	0	0
33	450	726	2816	6	33	450	-726	-2816	0	0	0	0	0
33	495	825	2695	6	3	45	-75	-245	0	0	0	0	0
33	507	513	627	6	11	169	-171	-209	0	0	0	0	0
33	528	594	1650	6	1	16	-18	-50	0	0	0	0	0
33	539	825	891	6	3	49	-75	-81	0	0	0	0	0
33	1815	3267	4125	0	1	55	99	125	0	1	0	0	0
34	41	68	82	6	34	41	-68	-82	1	0	0	0	0
34	51	204	306	6	2	3	-12	-18	1	0	0	0	0
34	62	1666	3038	0	17	31	833	1519	1	1	0	0	0
34	66	510	990	0	17	33	255	495	1	1	0	0	0
34	68	136	1700	6	1	2	-4	-50	0	0	0	0	0
34	68	391	782	0	2	4	23	46	1	1	0	0	0
34	76	221	494	0	34	76	221	494	1	1	0	0	0
34	289	338	612	6	34	289	-338	-612	0	0	0	0	0
34	289	612	1250	6	34	289	-612	-1250	0	0	0	0	0
34	425	850	1700	6	2	25	-50	-100	0	0	0	0	0
34	544	612	1700	6	1	16	-18	-50	0	0	0	0	0
34	544	784	4624	6	17	272	-392	-2312	0	0	0	0	0
34	850	1360	4165	6	2	50	-80	-245	0	0	0	0	0
34	1870	3366	4250	0	1	55	99	125	0	1	0	0	0
35	63	75	735	6	35	63	-75	-735	0	0	0	0	0
35	65	1015	1885	0	7	13	203	377	1	1	0	0	0
35	70	140	1750	6	1	2	-4	-50	0	0	0	0	0
35	112	200	1960	6	35	112	-200	-1960	0	0	0	0	0
